#Format:
#
#SCTID	Description	parentSCTID	parentDescription
#
# SCTID and Description are required.  parentSCTID is optional.  parentDescription is only provided for convenience, and is ignored 
# by the legoEditor.  The LegoEditor will populate/update this field automatically when the pendingConcept file is read. 
#


# Relationships from the Style Guide or Observation Results presentation
#
2245	Leg claudication at rest (observable entity)	2242	Characteristic of pain of extremity (observable entity)
2246	Extent of weakening (observable entity)	364561008	Musculoskeletal observable (observable entity)
2247	Persistent diastasis (observable entity)	364561008	Musculoskeletal observable (observable entity)
2249	Severity of weakening (observable entity)	364561008	Musculoskeletal observable (observable entity)
2250	Hernia well-supported by belt (observable entity)	364447000	Feature of abdominal appearance (observable entity)
2251	Hernia well-supported by truss (observable entity)	364447000	Feature of abdominal appearance (observable entity)
2252	Heart size (observable entity)	364072008	Cardiac feature (observable entity)
2253	Stress incontinence (observable entity)	364196001	Micturition feature (observable entity)
2254	Changing of absorbent material (regime/therapy)	386488008	Urinary incontinence care (regime/therapy)
2256	Urinary incontinence (observable entity)	364196001	Micturition feature (observable entity)
2259	Symptom of lower extremity (observable entity)	363799009	Characteristic of extremity (observable entity)
2260	Symptom of upper extremity (observable entity)	363799009	Characteristic of extremity (observable entity)
2261	Symptom of extremity on left side (observable entity)	363799009	Characteristic of extremity (observable entity)
2262	Symptom of extremity on right side (observable entity)	363799009	Characteristic of extremity (observable entity)
